path,status,depth,evidence,notes
src/lib/episodeDelivery.ts,reviewed,deep,evidence/data-coverage.json,全文件：范围/排序/CSV/派生可用性
src/lib/formFieldFocus.ts,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/lib/format.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/lib/generationIntent.ts,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/lib/ids.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/library.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/media.ts,reviewed,deep,evidence/data-coverage.json,全文件：上传 MIME/object URL/文件取消
src/lib/mediaPicker.ts,reviewed,deep,evidence/data-coverage.json,全文件：owner/kind/大小/文件名查找
src/lib/memory/retrieval.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/memory/schema.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/productionContext.ts,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/lib/productionHandoff.ts,reviewed,deep,evidence/data-coverage.json,全文件：flush/快照/scope/路径/缺失/原始字节
src/lib/productionRevision.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/projectPackage.ts,reviewed,deep,evidence/data-coverage.json,全文件：包解析/extra/owner/ID/内存快照/事务；DATA-01
src/lib/references/docx.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/references/docx.worker.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/references/import.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/references/mammoth.d.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/references/package.ts,reviewed,static,evidence/data-coverage.json,完整阅读备份接口与格式/签名校验；完整资料生命周期由其他分工负责
src/lib/references/parse.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/references/pdf.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/reorderIds.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/lib/shotFilters.ts,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/lib/shotKeyboard.ts,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/lib/shotMedia.ts,reviewed,deep,evidence/data-coverage.json,全文件：有效媒体条件，参与 DATA-01 复现
src/lib/shotRelations.ts,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/lib/thinkingTitle.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/lib/undo.tsx,reviewed,deep,evidence/data-coverage.json,全文件：单条/过期/异常/防重入
src/lib/useShotMedia.ts,reviewed,deep,evidence/data-coverage.json,全文件：按引用 ID 查询及旧结果保护
src/lib/utils.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/main.tsx,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/routeTree.gen.ts,verified,generated-boundary,evidence/model-bank.log; evidence/build.log,生成/快照完整性；非逐条外部事实验证
src/routes/__root.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.about.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.agent.$threadId.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.agent.index.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.agent.tasks.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.agent.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.characters.$characterId.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.characters.index.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.characters.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.connectors.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.index.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.projects.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.props.$propId.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.props.index.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.props.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.scenes.$sceneId.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.scenes.index.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.scenes.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.styles.$styleId.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.styles.index.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.styles.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/_studio.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.assets.characters.$characterId.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.assets.index.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.assets.props.$propId.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.assets.scenes.$sceneId.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.assets.styles.$styleId.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.assets.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.e.$episodeId.index.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.e.$episodeId.produce.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.e.$episodeId.shots.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.e.$episodeId.storyboard.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.e.$episodeId.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.index.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.memory.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.plan.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.produce.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.report.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.shots.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.storyboard.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/routes/p.$projectId.world.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/styles.css,reviewed,static,evidence/ui-coverage.json,已阅读布局、溢出、断点与动效规则；未逐选择器浏览器覆盖。
src/vite-env.d.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
tests/agentBusiness.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentGeneration.test.ts,reviewed,static,evidence/agent-coverage.json,读取 fixture 和与边界相关测试；不声称完整精读此测试文件
tests/agentGenerationBatch.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentGenerationBatchSafety.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentGenerationRecovery.test.ts,reviewed,static,evidence/agent-coverage.json,读取 fixture 和与边界相关测试；不声称完整精读此测试文件
tests/agentGenerationReview.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentGenerationReviewTransactions.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentMemoryTools.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentProjectContext.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentReferences.test.ts,reviewed,static,evidence/agent-coverage.json,读取 fixture 和与边界相关测试；不声称完整精读此测试文件
tests/agentRunReview.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentRuns.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentSettings.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentTaskOrchestration.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentTaskOrchestrationReview.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentTaskWrapup.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentTasks.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentToolTransactions.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentTools.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentToolsReview.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/agentUsage.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/aihubmix.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/apimart.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/aspectPreset.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/assetFoundation.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/assetLibrary.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/catalog.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/chatModelPolicy.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/chatScroll.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/chatStream.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/connectors.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/contextManagement.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/contextUsage.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/copySelection.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/debouncedDraft.test.ts,reviewed,static,evidence/data-coverage.json,前半及 barrier 用例静态阅读
tests/draftMedia.test.ts,reviewed,static,evidence/data-coverage.json,完整阅读 uploads/cancel/共享媒体/失败重试用例
tests/episodeDelivery.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/filterThreadsByTitle.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/formFieldFocus.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/generationIntent.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/generationPreferences.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/generationReviewDraft.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/imageDiscovery.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/mediaPicker.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/memoryInclusion.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/memoryRetrieval.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/modelBank.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/modelMetadata.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/modelVendors.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/openaiCompatible.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/output.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/productionContext.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/productionHandoff.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/productionProposals.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/projectMemories.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/projectMemoryPackage.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/projectPackage.test.ts,reviewed,static,evidence/data-coverage.json,前 210 行及 legacy/filters/快照用例静态阅读
tests/reasoningPolicy.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/referenceEvidence.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/references.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/reorderIds.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/repo.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/repoReliability.test.ts,reviewed,static,evidence/data-coverage.json,v5 filters 迁移用例静态阅读
tests/responsesStream.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/setup.ts,reviewed,static,evidence/data-coverage.json,完整阅读 fake-indexeddb 重置机制
tests/shotFilters.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/thinkingMatrix.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/thinkingPanel.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/timeGroups.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/undo.test.ts,reviewed,static,evidence/data-coverage.json,完整阅读单次/过期/替换用例
tests/useShotMedia.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/webResearch.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tests/webResearchRuntime.test.ts,verified,baseline-execution,evidence/tests.log; evidence/test-map.json,现有测试执行通过及导入映射；未逐条人工核验全部断言
tsconfig.app.json,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
tsconfig.json,reviewed,boundary,evidence/baseline.json; evidence/dependency-audit.json,锁文件格式/依赖审计和TypeScript工程引用；未重装依赖
tsconfig.node.json,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
vite.config.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
vitest.config.ts,reviewed,static,evidence/data-coverage.json,完整阅读 alias/测试发现与 setup
